Customer_ID,Horizon_Years,Monthly_Investment_Used,SIP_Policy,Expected_Return_pa_%,Starting_Principal,Total_Principal,Final_Corpus,Gains
CUST200846,15,1000.0,min_enforced,11.85,2558236.0,2738236.0,14186792.54,11448556.54
CUST200847,18,1000.0,min_enforced,6.1,0.0,216000.0,384853.38,168853.38
CUST200848,2,1000.0,min_enforced,11.51,0.0,24000.0,26694.99,2694.99
CUST200849,8,1000.0,min_enforced,13.01,0.0,96000.0,162103.42,66103.42
CUST200850,13,7767.19,surplus_based,5.67,4763213.0,5974894.96,11524798.41,5549903.45
CUST200851,16,1000.0,min_enforced,12.71,998670.0,1190670.0,7353465.69,6162795.69
CUST200852,21,69576.41,surplus_based,13.72,38752500.0,56285754.24,666633080.6,610347326.36
CUST200853,22,2890.64,surplus_based,3.66,7442188.0,8205317.62,17555050.31,9349732.69
CUST200854,15,6553.61,surplus_based,10.47,107171.0,1286820.05,3194581.39,1907761.34
CUST200855,6,1000.0,min_enforced,4.88,766307.0,838307.0,1103317.85,265010.85
CUST200856,15,66320.87,surplus_based,11.0,3726447.0,15664204.08,46577877.37,30913673.29
CUST200857,14,1000.0,min_enforced,10.3,1114731.0,1282731.0,4758714.62,3475983.62
CUST200858,17,4518.37,surplus_based,4.38,3730390.0,4652137.89,9091850.96,4439713.07
CUST200859,3,1000.0,min_enforced,5.75,15054.0,51054.0,56908.32,5854.32
CUST200860,15,72218.78,surplus_based,12.35,41982169.0,54981550.15,275775215.03,220793664.88
CUST200861,11,1000.0,min_enforced,10.24,2256057.0,2388057.0,6829279.51,4441222.51
CUST200862,14,1381.54,surplus_based,7.95,2038164.0,2270262.32,6358203.79,4087941.47
CUST200863,5,18230.49,surplus_based,11.34,2631754.0,3725583.1,5944899.72,2219316.62
CUST200864,4,1407.66,surplus_based,5.39,32595.0,100162.85,115231.5,15068.65
CUST200865,18,1000.0,min_enforced,7.41,3139105.0,3355105.0,11804107.12,8449002.12
CUST200866,15,76754.87,surplus_based,9.84,34252398.0,48068274.04,170248753.81,122180479.77
CUST200867,9,1000.0,min_enforced,5.74,0.0,108000.0,139979.4,31979.4
CUST200868,15,1000.0,min_enforced,5.45,0.0,180000.0,274492.73,94492.73
CUST200869,2,1000.0,min_enforced,6.25,5245584.0,5269584.0,5947715.29,678131.29
CUST200870,5,1000.0,min_enforced,4.47,3097060.0,3157060.0,3920340.52,763280.52
CUST200871,8,1000.0,min_enforced,6.86,4096496.0,4192496.0,7088939.75,2896443.75
CUST200872,6,2265.01,surplus_based,11.06,3747467.0,3910547.73,7256304.9,3345757.17
CUST200873,9,3342.6,surplus_based,7.63,19339945.0,19700945.61,37984942.13,18283996.52
CUST200874,10,40994.78,surplus_based,11.32,13100453.0,18019826.43,47051920.16,29032093.74
CUST200875,2,1000.0,min_enforced,7.68,0.0,24000.0,25787.12,1787.12
CUST200876,10,1000.0,min_enforced,4.84,5237980.0,5357980.0,8558236.27,3200256.27
CUST200877,14,70644.15,surplus_based,8.87,13515050.0,25383266.47,67127692.07,41744425.6
CUST200878,18,48659.73,surplus_based,3.79,8905165.0,19415667.28,32319993.32,12904326.04
CUST200879,14,1000.0,min_enforced,6.34,1603948.0,1771948.0,4059478.85,2287530.85
CUST200880,9,3588.03,surplus_based,5.96,2799782.0,3187289.34,5220186.8,2032897.46
CUST200881,6,1000.0,min_enforced,7.44,0.0,72000.0,89723.57,17723.57
CUST200882,11,5634.85,surplus_based,4.82,496103.0,1239903.76,1805434.61,565530.85
CUST200883,13,1000.0,min_enforced,3.33,3667475.0,3823475.0,5811990.57,1988515.57
CUST200884,4,1000.0,min_enforced,6.67,0.0,48000.0,54619.03,6619.03
CUST200885,15,1000.0,min_enforced,10.84,649126.0,829126.0,3467463.11,2638337.11
CUST200886,5,6142.64,surplus_based,10.39,7885817.0,8254375.66,13402572.62,5148196.96
CUST200887,12,1000.0,min_enforced,3.54,2104536.0,2248536.0,3371534.76,1122998.76
CUST200888,10,49756.94,surplus_based,9.95,25011839.0,30982672.2,74494598.87,43511926.67
CUST200889,6,1000.0,min_enforced,5.75,3473086.0,3545086.0,4941990.86,1396904.86
CUST200890,4,1000.0,min_enforced,5.51,23725.0,71725.0,82830.17,11105.17
CUST200891,2,1698.57,surplus_based,5.94,2072228.0,2112993.63,2368692.84,255699.21
CUST200892,6,1000.0,min_enforced,9.87,238479.0,310479.0,515992.2,205513.2
CUST200893,12,1000.0,min_enforced,11.44,5110055.0,5254055.0,19040747.16,13786692.16
CUST200894,20,57142.45,surplus_based,7.25,16703025.0,30417211.93,97564624.76,67147412.83
CUST200895,13,1000.0,min_enforced,13.11,1045932.0,1201932.0,5571799.42,4369867.42
CUST200896,10,1000.0,min_enforced,9.97,5151165.0,5271165.0,13529819.74,8258654.74
CUST200897,20,49546.28,surplus_based,9.99,2949160.0,14840267.46,55379524.07,40539256.61
CUST200898,7,60820.8,surplus_based,11.2,16162278.0,21271225.48,41529987.08,20258761.6
CUST200899,20,1000.0,min_enforced,9.3,0.0,240000.0,661452.87,421452.87
CUST200900,11,7860.4,surplus_based,7.72,3078264.0,4115836.71,8577778.65,4461941.94
CUST200901,14,12673.8,surplus_based,9.85,3103050.0,5232248.43,15957788.52,10725540.1
CUST200902,6,14896.45,surplus_based,10.18,11416583.0,12489127.54,21877182.52,9388054.98
CUST200903,6,1000.0,min_enforced,9.29,3113310.0,3185310.0,5398768.72,2213458.72
CUST200904,3,18123.25,surplus_based,5.7,4804147.0,5456584.12,6381449.43,924865.31
CUST200905,9,13406.16,surplus_based,7.68,2695391.0,4143256.0,7294716.12,3151460.12
CUST200906,2,15040.81,surplus_based,12.67,11063473.0,11424452.52,14449163.66,3024711.14
CUST200907,12,1000.0,min_enforced,13.35,5705351.0,5849351.0,26007218.09,20157867.09
CUST200908,18,1000.0,min_enforced,10.16,644508.0,860508.0,4256591.83,3396083.83
CUST200909,16,1000.0,min_enforced,3.92,0.0,192000.0,264837.23,72837.23
CUST200910,14,5054.02,surplus_based,10.38,1361078.0,2210153.22,7247949.69,5037796.47
CUST200911,9,1000.0,min_enforced,6.23,0.0,108000.0,143158.64,35158.64
CUST200912,5,1000.0,min_enforced,8.07,4431335.0,4491335.0,6605208.62,2113873.62
CUST200913,3,7738.87,surplus_based,11.18,5785487.0,6064086.3,8276852.32,2212766.02
CUST200914,6,3061.77,surplus_based,6.32,4058639.0,4279086.56,6129387.18,1850300.63
CUST200915,25,48642.86,surplus_based,4.95,16623081.0,31215939.52,83877982.58,52662043.07
CUST200916,15,79018.22,surplus_based,13.08,42389233.0,56612513.2,308728410.66,252115897.46
CUST200917,4,1000.0,min_enforced,5.14,106850.0,154850.0,183603.4,28753.4
CUST200918,13,4867.45,surplus_based,9.99,277806.0,1037128.05,2453608.92,1416480.87
CUST200919,15,81616.45,surplus_based,7.34,20629843.0,35320804.18,85794646.39,50473842.21
CUST200920,11,60980.8,surplus_based,8.06,28544728.0,36594193.07,79635316.53,43041123.47
CUST200921,14,61139.68,surplus_based,7.08,5857943.0,16129408.61,32446432.62,16317024.0
CUST200922,10,7324.84,surplus_based,7.09,6567608.0,7446588.41,14287930.66,6841342.25
CUST200923,7,1000.0,min_enforced,10.69,5853793.0,5937793.0,12037859.14,6100066.14
CUST200924,17,43762.76,surplus_based,8.66,13302008.0,22229611.91,74131250.64,51901638.72
CUST200925,6,1000.0,min_enforced,5.98,6793.0,78793.0,95560.93,16767.93
CUST200926,7,1900.9,surplus_based,6.71,243758.0,403433.44,585607.63,182174.19
CUST200927,14,1000.0,min_enforced,4.1,456120.0,624120.0,1025719.24,401599.24
CUST200928,8,1000.0,min_enforced,4.65,2778584.0,2874584.0,4112239.19,1237655.19
CUST200929,9,1000.0,min_enforced,9.72,1545627.0,1653627.0,3730153.2,2076526.2
CUST200930,13,1977.88,surplus_based,7.12,5627753.0,5936302.42,14261229.02,8324926.6
CUST200931,9,23433.5,surplus_based,5.52,15858.0,2546676.0,3272601.91,725925.91
CUST200932,3,7882.9,surplus_based,9.51,12180371.0,12464155.29,16319708.52,3855553.23
CUST200933,14,5950.8,surplus_based,9.41,2983567.0,3983301.89,12509819.66,8526517.77
CUST200934,12,1000.0,min_enforced,7.16,154816.0,298816.0,578665.14,279849.14
CUST200935,2,7175.59,surplus_based,5.8,5764017.0,5936231.15,6634042.81,697811.66
CUST200936,10,1000.0,min_enforced,3.28,0.0,120000.0,141414.72,21414.72
CUST200937,11,1000.0,min_enforced,5.64,0.0,132000.0,180842.82,48842.82
CUST200938,6,1486.74,surplus_based,5.79,1354821.0,1461866.49,2026354.3,564487.81
CUST200939,13,22877.69,surplus_based,8.43,13216745.0,16785665.33,44153295.57,27367630.24
CUST200940,2,3989.47,surplus_based,10.58,2344772.0,2440519.29,2972775.97,532256.68
CUST200941,15,1656.81,surplus_based,8.61,1234575.0,1532800.65,4849892.52,3317091.87
CUST200942,8,1000.0,min_enforced,11.38,9036443.0,9132443.0,21549151.11,12416708.11
CUST200943,26,61849.26,surplus_based,10.14,56492322.0,75789289.64,783296717.52,707507427.88
CUST200944,6,12305.05,surplus_based,5.65,10301448.0,11187411.86,15371312.97,4183901.11
CUST200945,13,1000.0,min_enforced,9.85,3292281.0,3448281.0,11468787.16,8020506.16
CUST200946,4,1000.0,min_enforced,3.38,7849737.0,7897737.0,9016204.37,1118467.37
CUST200947,10,1000.0,min_enforced,11.32,4236388.0,4356388.0,12590308.54,8233920.54
CUST200948,5,14564.75,surplus_based,11.84,7491343.0,8365228.22,14273684.04,5908455.82
CUST200949,13,75478.13,surplus_based,5.46,26404032.0,38178620.83,69606420.62,31427799.79
CUST200950,13,1000.0,min_enforced,5.92,0.0,156000.0,231430.9,75430.9
CUST200951,2,1000.0,min_enforced,8.68,4910994.0,4934994.0,5826437.66,891443.66
CUST200952,9,1000.0,min_enforced,7.57,3803786.0,3911786.0,7488339.05,3576553.05
CUST200953,5,1000.0,min_enforced,6.81,883712.0,943712.0,1299245.33,355533.33
CUST200954,21,1000.0,min_enforced,7.32,10465335.0,10717335.0,46745347.82,36028012.82
CUST200955,8,1000.0,min_enforced,11.31,0.0,96000.0,151271.38,55271.38
CUST200956,12,12286.06,surplus_based,5.36,1730570.0,3499763.1,5690376.28,2190613.18
CUST200957,14,2569.21,surplus_based,5.18,9875971.0,10307598.08,20648243.11,10340645.03
CUST200958,15,1000.0,min_enforced,6.2,615892.0,795892.0,1810708.03,1014816.03
CUST200959,2,1000.0,min_enforced,3.44,4609056.0,4633056.0,4956385.64,323329.64
CUST200960,10,68301.68,surplus_based,10.14,4586292.0,12782493.27,25793733.87,13011240.6
CUST200961,6,1000.0,min_enforced,6.34,0.0,72000.0,86845.42,14845.42
CUST200962,13,5280.51,surplus_based,7.81,5194583.0,6018342.9,15207287.16,9188944.26
CUST200963,24,1000.0,min_enforced,9.03,11675243.0,11963243.0,93904335.41,81941092.41
CUST200964,4,4191.59,surplus_based,3.87,2488860.0,2690056.1,3114342.66,424286.56
CUST200965,3,1000.0,min_enforced,4.15,32847.0,68847.0,75335.51,6488.51
CUST200966,5,37824.28,surplus_based,11.04,8234757.0,10504213.99,16872676.96,6368462.96
CUST200967,16,1000.0,min_enforced,8.78,278872.0,470872.0,1475398.26,1004526.26
CUST200968,8,104442.5,surplus_based,10.71,11564637.0,21591117.24,41505707.74,19914590.5
CUST200969,14,68830.14,surplus_based,13.23,32337915.0,43901379.31,215124021.36,171222642.05
CUST200970,9,1000.0,min_enforced,7.56,1117143.0,1225143.0,2303901.07,1078758.07
CUST200971,10,1000.0,min_enforced,9.03,4984420.0,5104420.0,12020889.94,6916469.94
CUST200972,14,1000.0,min_enforced,8.91,0.0,168000.0,322741.51,154741.51
CUST200973,11,1000.0,min_enforced,13.34,528661.0,660661.0,2378637.46,1717976.46
CUST200974,18,1000.0,min_enforced,7.06,0.0,216000.0,423570.95,207570.95
CUST200975,2,1000.0,min_enforced,8.72,2645630.0,2669630.0,3153283.42,483653.42
CUST200976,3,1000.0,min_enforced,7.62,0.0,36000.0,40152.84,4152.84
CUST200977,16,1000.0,min_enforced,7.85,410340.0,602340.0,1745940.73,1143600.73
CUST200978,5,1000.0,min_enforced,11.59,5488934.0,5548934.0,9576035.69,4027101.69
CUST200979,9,1000.0,min_enforced,7.47,3987171.0,4095171.0,7779548.8,3684377.8
CUST200980,14,79248.83,surplus_based,11.39,60281921.0,73595724.81,303892492.17,230296767.35
CUST200981,12,4219.88,surplus_based,11.99,489727.0,1097389.4,3192874.72,2095485.32
CUST200982,11,1000.0,min_enforced,9.27,6190778.0,6322778.0,16643626.19,10320848.19
CUST200983,9,1000.0,min_enforced,7.15,0.0,108000.0,149294.06,41294.06
CUST200984,3,1000.0,min_enforced,13.12,8361275.0,8397275.0,12144701.93,3747426.93
CUST200985,1,1000.0,min_enforced,7.26,0.0,12000.0,12394.35,394.35
CUST200986,9,1000.0,min_enforced,8.68,2132266.0,2240266.0,4670667.9,2430401.9
CUST200987,10,53355.53,surplus_based,10.37,28711564.0,35114228.17,87895129.25,52780901.08
CUST200988,4,1000.0,min_enforced,6.1,0.0,48000.0,54030.72,6030.72
CUST200989,14,1000.0,min_enforced,5.37,1586610.0,1754610.0,3549234.17,1794624.17
CUST200990,6,1000.0,min_enforced,6.8,2099573.0,2171573.0,3203360.81,1031787.81
CUST200991,2,1000.0,min_enforced,6.29,3715425.0,3739425.0,4222890.75,483465.75
CUST200992,7,55135.09,surplus_based,10.72,23422969.0,28054316.41,54504456.38,26450139.97
CUST200993,16,15364.93,surplus_based,5.06,1240767.0,4190834.0,7215078.39,3024244.39
CUST200994,15,1000.0,min_enforced,12.85,4559453.0,4739453.0,28455442.56,23715989.56
CUST200995,6,1000.0,min_enforced,7.19,0.0,72000.0,89066.48,17066.48
CUST200996,13,88132.78,surplus_based,4.59,925198.0,14673911.33,20285222.6,5611311.27
CUST200997,6,1000.0,min_enforced,10.45,132675.0,204675.0,338950.8,134275.8
CUST200998,13,1000.0,min_enforced,5.65,5060802.0,5216802.0,10563275.67,5346473.67
CUST200999,11,1000.0,min_enforced,3.63,4872228.0,5004228.0,7371923.25,2367695.25
CUST201000,13,2075.79,surplus_based,9.12,4126817.0,4450640.94,13430151.52,8979510.58
CUST201001,18,24426.07,surplus_based,7.19,5846456.0,11122486.3,30866037.0,19743550.7
CUST201002,18,2622.54,surplus_based,7.58,2352120.0,2918588.79,9931768.52,7013179.73
CUST201003,11,9075.33,surplus_based,7.68,3972328.0,5170271.33,10808598.08,5638326.74
CUST201004,2,1000.0,min_enforced,10.01,3424479.0,3448479.0,4170764.93,722285.93
CUST201005,2,1863.12,surplus_based,11.67,392404.0,437118.93,539173.2,102054.27
CUST201006,11,7051.78,surplus_based,5.46,3425040.0,4355875.46,7412037.5,3056162.03
CUST201007,16,10458.06,surplus_based,5.24,6177698.0,8185644.7,17077552.78,8891908.08
CUST201008,6,10982.22,surplus_based,6.11,710795.0,1501515.13,1961988.05,460472.92
CUST201009,19,1000.0,min_enforced,9.85,0.0,228000.0,631220.26,403220.26
CUST201010,8,1000.0,min_enforced,7.01,7332.0,103332.0,139666.66,36334.66
CUST201011,3,1000.0,min_enforced,5.84,348827.0,384827.0,452735.85,67908.85
CUST201012,9,3628.67,surplus_based,7.18,568231.0,960126.88,1603549.97,643423.09
CUST201013,6,3793.6,surplus_based,8.05,4409452.0,4682591.11,7362830.48,2680239.37
CUST201014,7,58219.13,surplus_based,12.01,51483077.0,56373484.32,121334715.81,64961231.49
CUST201015,3,1000.0,min_enforced,5.33,188618.0,224618.0,259271.8,34653.8
CUST201016,8,1000.0,min_enforced,4.27,5515225.0,5611225.0,7822737.08,2211512.08
CUST201017,9,11660.52,surplus_based,8.82,160463.0,1419798.8,2223595.81,803797.01
CUST201018,2,1000.0,min_enforced,5.86,0.0,24000.0,25360.28,1360.28
CUST201019,18,10024.52,surplus_based,6.05,509708.0,2675004.9,5307862.44,2632857.54
CUST201020,6,1000.0,min_enforced,9.38,3904998.0,3976998.0,6784041.38,2807043.38
CUST201021,7,1000.0,min_enforced,8.46,3054847.0,3138847.0,5505555.67,2366708.67
CUST201022,5,1836.02,surplus_based,5.27,2696944.0,2807105.4,3612520.49,805415.1
CUST201023,6,4652.23,surplus_based,7.8,2551042.0,2886002.85,4424584.5,1538581.64
CUST201024,13,74197.97,surplus_based,7.59,19757611.0,31332494.9,70415467.03,39082972.13
CUST201025,7,20596.3,surplus_based,3.6,4403358.0,6133446.92,7601271.77,1467824.85
CUST201026,14,10654.58,surplus_based,5.98,12966185.0,14756154.71,32012067.79,17255913.08
CUST201027,7,1000.0,min_enforced,7.87,3590515.0,3674515.0,6213667.77,2539152.77
CUST201028,9,25066.54,surplus_based,7.04,11615991.0,14323177.14,25149408.29,10826231.15
CUST201029,5,1000.0,min_enforced,13.42,598686.0,658686.0,1206819.62,548133.62
CUST201030,12,3416.31,surplus_based,8.14,1743243.0,2235191.85,5272711.58,3037519.73
CUST201031,2,11998.25,surplus_based,5.83,3050648.0,3338606.11,3720599.6,381993.48
CUST201032,4,1000.0,min_enforced,8.53,0.0,48000.0,56600.92,8600.92
CUST201033,14,1000.0,min_enforced,6.98,7329179.0,7497179.0,19122533.77,11625354.77
CUST201034,18,4182.06,surplus_based,4.4,4720624.0,5623948.9,11607935.17,5983986.28
CUST201035,13,1000.0,min_enforced,3.88,891165.0,1047165.0,1663867.09,616702.09
CUST201036,14,1000.0,min_enforced,4.8,329445.0,497445.0,872013.33,374568.33
CUST201037,11,13876.89,surplus_based,8.38,1111318.0,2943066.97,5627479.2,2684412.23
CUST201038,12,15072.45,surplus_based,13.59,4269439.0,6439872.23,24808172.09,18368299.86
CUST201039,6,1000.0,min_enforced,13.74,406567.0,478567.0,988061.96,509494.96
CUST201040,10,31693.36,surplus_based,11.67,9272796.0,13075999.26,34878369.1,21802369.84
CUST201041,11,8560.61,surplus_based,7.79,3684933.0,4814933.73,10158641.35,5343707.62
CUST201042,3,60340.49,surplus_based,13.34,15843188.0,18015445.48,25691276.66,7675831.18
CUST201043,8,2929.26,surplus_based,10.89,5610724.0,5891933.24,13260195.64,7368262.4
CUST201044,6,1937.74,surplus_based,5.44,2839115.0,2978632.16,4065500.79,1086868.63
CUST201045,35,43015.89,surplus_based,13.14,23684462.0,41751133.83,2091351444.66,2049600310.83
CUST201046,12,11485.04,surplus_based,10.97,4681127.0,6334972.65,19612288.99,13277316.35
CUST201047,13,1000.0,min_enforced,12.85,2464952.0,2620952.0,12240363.25,9619411.25
CUST201048,5,1000.0,min_enforced,6.65,601585.0,661585.0,900435.81,238850.81
CUST201049,14,1000.0,min_enforced,9.79,9272005.0,9440005.0,34641967.85,25201962.85
CUST201050,12,1000.0,min_enforced,13.57,62321.0,206321.0,625050.66,418729.66
CUST201051,8,1434.16,surplus_based,9.83,353379.0,491057.93,952677.58,461619.65
CUST201052,27,57917.83,surplus_based,9.5,6999477.0,25764853.9,161867219.33,136102365.42
CUST201053,13,2987.36,surplus_based,9.38,3017171.0,3483199.16,10562236.2,7079037.04
CUST201054,12,1000.0,min_enforced,6.94,1730734.0,1874734.0,4091956.26,2217222.26
CUST201055,9,1000.0,min_enforced,5.77,7824357.0,7932357.0,13103956.58,5171599.58
CUST201056,19,1000.0,min_enforced,12.01,1836256.0,2064256.0,16634617.75,14570361.75
CUST201057,9,7646.51,surplus_based,7.67,8870737.0,9696560.31,18420401.51,8723841.19
CUST201058,21,17151.7,surplus_based,7.48,3046841.0,7369068.42,23954433.91,16585365.49
CUST201059,23,23273.64,surplus_based,10.37,16872181.0,23295706.53,187622721.02,164327014.49
CUST201060,8,87387.35,surplus_based,6.36,43089173.0,51478358.3,81376095.96,29897737.66
CUST201061,2,2723.93,surplus_based,3.3,11792630.0,11858004.3,12650690.78,792686.48
CUST201062,5,1000.0,min_enforced,7.58,11412497.0,11472497.0,16515046.99,5042549.99
CUST201063,7,1000.0,min_enforced,7.31,2579867.0,2663867.0,4336942.05,1673075.05
CUST201064,14,94136.72,surplus_based,7.15,42385617.0,58200585.94,137997277.03,79796691.08
CUST201065,5,1000.0,min_enforced,7.84,1566417.0,1626417.0,2357752.71,731335.71
CUST201066,8,12497.57,surplus_based,6.46,1388496.0,2588263.19,3844317.42,1256054.23
CUST201067,7,7208.11,surplus_based,5.52,5318487.0,5923968.06,8477931.31,2553963.25
CUST201068,8,46317.57,surplus_based,8.09,34502012.0,38948498.95,70453868.73,31505369.79
CUST201069,15,1000.0,min_enforced,11.52,1171244.0,1351244.0,6462033.87,5110789.87
CUST201070,5,11359.68,surplus_based,8.3,195231.0,876811.59,1125684.43,248872.84
CUST201071,2,1000.0,min_enforced,7.85,0.0,24000.0,25828.24,1828.24
CUST201072,9,1000.0,min_enforced,8.13,0.0,108000.0,156185.87,48185.87
CUST201073,12,1000.0,min_enforced,13.41,688051.0,832051.0,3449820.21,2617769.21
CUST201074,25,43626.63,surplus_based,9.81,12830117.0,25918105.48,185380515.77,159462410.29
CUST201075,6,6220.77,surplus_based,6.77,16853664.0,17301559.44,25517911.35,8216351.92
CUST201076,12,4718.08,surplus_based,7.84,9448487.0,10127890.66,24464243.54,14336352.89
CUST201077,21,67218.92,surplus_based,7.65,32429581.0,49368747.6,192843924.99,143475177.39
CUST201078,21,83395.32,surplus_based,7.69,45552780.0,66568400.4,266434187.19,199865786.79
CUST201079,13,1880.63,surplus_based,5.85,3499896.0,3793274.12,7766637.96,3973363.84
CUST201080,4,1000.0,min_enforced,4.08,86572.0,134572.0,153531.28,18959.28
CUST201081,3,1000.0,min_enforced,8.06,21742.0,57742.0,67829.99,10087.99
CUST201082,9,14833.52,surplus_based,4.15,3857942.0,5459961.75,7495365.33,2035403.58
CUST201083,15,1000.0,min_enforced,5.43,7544788.0,7724788.0,16944265.1,9219477.1
CUST201084,14,2534.99,surplus_based,11.11,13828853.0,14254731.24,61433803.44,47179072.2
CUST201085,19,65017.55,surplus_based,9.64,4110709.0,18934710.89,63691298.26,44756587.38
CUST201086,7,13857.24,surplus_based,5.5,9855297.0,11019305.42,15745129.73,4725824.31
CUST201087,9,68311.3,surplus_based,3.88,26690464.0,34068084.66,46388211.56,12320126.91
CUST201088,11,2536.95,surplus_based,7.64,3106191.0,3441068.0,7493374.65,4052306.65
CUST201089,13,106509.06,surplus_based,6.3,9814049.0,26429461.66,47026455.47,20596993.82
CUST201090,11,37774.48,surplus_based,5.02,16650953.0,21637184.36,35129411.04,13492226.68
CUST201091,1,1000.0,min_enforced,6.27,124975.0,136975.0,145153.46,8178.46
CUST201092,15,44053.47,surplus_based,5.65,39490258.0,47419882.02,102358820.14,54938938.11
CUST201093,2,1000.0,min_enforced,10.9,275733.0,299733.0,365689.87,65956.87
CUST201094,11,2972.51,surplus_based,5.4,3710982.0,4103353.01,7148583.4,3045230.39
CUST201095,14,3408.15,surplus_based,3.64,3826526.0,4399095.65,7055604.66,2656509.0
CUST201096,12,1000.0,min_enforced,5.87,110642.0,254642.0,425783.19,171141.19
CUST201097,1,1000.0,min_enforced,5.71,75601.0,87601.0,92227.16,4626.16
CUST201098,11,1000.0,min_enforced,4.73,2880261.0,3012261.0,4961559.09,1949298.09
CUST201099,17,11427.93,surplus_based,7.77,12554578.0,14885876.26,49462098.17,34576221.92
CUST201100,9,1000.0,min_enforced,9.12,2151270.0,2259270.0,4880679.02,2621409.02
CUST201101,16,108292.82,surplus_based,13.44,28439820.0,49232042.36,280909640.37,231677598.01
CUST201102,11,1000.0,min_enforced,5.02,1050669.0,1182669.0,1974479.33,791810.33
CUST201103,15,5763.78,surplus_based,5.25,9371020.0,10408501.13,21747510.05,11339008.92
CUST201104,19,6904.85,surplus_based,10.05,5616818.0,7191124.06,39133355.65,31942231.59
CUST201105,12,11118.2,surplus_based,13.45,2602518.0,4203538.25,15560292.18,11356753.93
CUST201106,5,1000.0,min_enforced,6.05,1347845.0,1407845.0,1877131.86,469286.86
CUST201107,4,2222.49,surplus_based,6.23,10009856.0,10116535.49,12865582.25,2749046.76
CUST201108,19,10410.79,surplus_based,9.26,3116038.0,5489698.52,22927789.31,17438090.79
CUST201109,6,30860.4,surplus_based,4.99,28000488.0,30222436.46,40085079.46,9862643.01
CUST201110,15,6907.41,surplus_based,9.49,10597764.0,11841097.57,43919775.83,32078678.26
CUST201111,14,54655.41,surplus_based,7.89,19332682.0,28514791.4,72268848.35,43754056.95
CUST201112,16,2857.67,surplus_based,8.73,337938.0,886611.05,2439749.36,1553138.31
CUST201113,2,1000.0,min_enforced,13.57,2982720.0,3006720.0,3874172.63,867452.63
CUST201114,7,1000.0,min_enforced,4.91,335847.0,419847.0,569495.07,149648.07
CUST201115,2,1000.0,min_enforced,6.68,0.0,24000.0,25551.35,1551.35
CUST201116,21,1000.0,min_enforced,6.42,240075.0,492075.0,1405348.53,913273.53
CUST201117,3,13840.33,surplus_based,7.59,6138083.0,6636335.05,8200639.99,1564304.94
CUST201118,17,1000.0,min_enforced,5.58,452859.0,656859.0,1475358.98,818499.98
CUST201119,18,8407.63,surplus_based,11.49,2248666.0,4064713.78,21555058.77,17490344.99
CUST201120,8,1034.93,surplus_based,9.37,2241490.0,2340843.26,4733588.98,2392745.72
CUST201121,11,1000.0,min_enforced,6.43,8423907.0,8555907.0,16906631.11,8350724.11
CUST201122,11,63862.54,surplus_based,5.64,49259019.0,57688874.34,101622736.21,43933861.88
CUST201123,7,1000.0,min_enforced,12.39,824.0,84824.0,131218.3,46394.3
CUST201124,4,1000.0,min_enforced,6.94,3574313.0,3622313.0,4728840.05,1106527.05
CUST201125,5,1000.0,min_enforced,7.19,57493.0,117493.0,152890.25,35397.25
CUST201126,6,18142.04,surplus_based,7.71,8813227.0,10119453.77,15398654.61,5279200.84
CUST201127,14,2049.81,surplus_based,10.35,4728438.0,5072805.54,19521011.35,14448205.81
CUST201128,6,78716.54,surplus_based,8.53,26659872.0,32327462.88,50869424.39,18541961.51
CUST201129,13,40519.16,surplus_based,13.58,14001393.0,20322382.15,89371384.52,69049002.37
CUST201130,9,1000.0,min_enforced,13.31,2150903.0,2258903.0,6821658.68,4562755.68
CUST201131,10,5788.73,surplus_based,5.33,294382.0,989029.75,1403362.69,414332.94
CUST201132,15,1000.0,min_enforced,6.08,22621250.0,22801250.0,55139429.26,32338179.26
CUST201133,12,1000.0,min_enforced,7.56,1820177.0,1964177.0,4591355.9,2627178.9
CUST201134,2,1000.0,min_enforced,5.3,0.0,24000.0,25228.1,1228.1
CUST201135,12,31585.34,surplus_based,3.85,10042404.0,14590692.92,21556894.01,6966201.09
CUST201136,11,19782.03,surplus_based,6.01,4114578.0,6725805.37,11472363.07,4746557.7
CUST201137,14,1000.0,min_enforced,6.63,3609095.0,3777095.0,9134234.7,5357139.7
CUST201138,18,1000.0,min_enforced,8.29,5926366.0,6142366.0,25345644.98,19203278.98
CUST201139,7,1000.0,min_enforced,13.18,1138722.0,1222722.0,2842012.63,1619290.63
CUST201140,4,10954.91,surplus_based,8.71,5898015.0,6423850.72,8858195.06,2434344.34
CUST201141,12,2345.55,surplus_based,7.73,3231751.0,3569510.37,8443738.69,4874228.32
CUST201142,10,7431.47,surplus_based,4.66,2330876.0,3222652.0,4801100.62,1578448.62
CUST201143,9,14944.29,surplus_based,8.09,7085210.0,8699193.59,16604115.81,7904922.22
CUST201144,12,7429.61,surplus_based,8.13,3949507.0,5019370.17,11856409.29,6837039.13
CUST201145,2,1000.0,min_enforced,9.37,1271587.0,1295587.0,1547346.94,251759.94
CUST201146,12,10551.47,surplus_based,9.7,18017.0,1537428.95,2830644.92,1293215.97
CUST201147,12,96720.0,surplus_based,5.34,7261003.0,21188683.43,32847116.06,11658432.63
CUST201148,8,2347.25,surplus_based,10.59,2792570.0,3017905.9,6591405.35,3573499.45
