Customer_ID,Age,Gender,Occupation,Marital_Status,Number_of_Dependents,Annual_Income,Salary_Bracket,Monthly_Expenses,Expense_Growth_Rate(%),Savings_Rate(%),Loan_EMI_Obligations,Current_Net_Worth,Debt_to_Income_Ratio,Credit_Score,Risk_Taking_Ability,Investment_Experience(Years),Financial_Knowledge_Score,Past_Investment_Returns(%),Preferred_Investment_Horizon,Primary_Financial_Goal,Goal_Amount(₹),Goal_Timeline(Years),Current_Investment_Type,Pandemic_Impact_Factor,War_Impact_Factor,Inflation_Rate_At_Investment_Start,GDP_Growth_Rate,Market_Volatility_Index,RealEstate_%,Equity_%,Debt_%,Cash_%,Gold_%,Health_Insurance_Coverage(₹),Life_Insurance_Coverage(₹),Emergency_Fund_Balance(₹),Insurance_Type,Insurance_Times
CUST200361,26,Female,Business,Single,3,2366064.0,High,108083.0,5.15,37.6,17.82,6161965.0,0.25,726,Medium,2.1,6.2,11.55,Long,Wealth,13320491.0,3,Mutual Funds,-0.015,-0.038,5.0,6.0,20.0,20.65,34.77,20.43,18.6,5.56,999800.0,26026700.0,1297000.0,Both,High
CUST200362,59,Female,Salaried,Married,2,1610316.0,High,66590.0,4.37,35.21,8.81,21453553.0,0.19,818,Medium,11.4,4.8,8.9,Short,Wealth,24126854.0,3,SIPs,-0.092,-0.08,5.0,6.0,20.0,17.77,37.77,22.37,12.99,9.1,832400.0,20934100.0,799100.0,Both,High
CUST200363,42,Male,Salaried,Married,4,1272487.0,Medium,50899.0,3.69,29.74,24.09,9297846.0,0.13,765,Medium,9.9,4.2,25.0,Medium,Education,767537.0,7,Stocks,-0.033,-0.026,4.45,7.2,12.7,19.49,36.94,22.52,13.28,7.77,572600.0,17814800.0,509000.0,Both,High
CUST200364,46,Female,Salaried,Married,0,1576004.0,High,69340.0,4.79,53.38,19.97,22944725.0,0.22,781,Medium,13.7,6.6,10.88,Medium,Retirement,27757127.0,24,SIPs,-0.119,-0.035,5.0,6.0,20.0,20.98,34.69,22.79,15.81,5.72,693400.0,17336000.0,416000.0,Both,High
CUST200365,56,Male,Business,Married,2,1097744.0,Medium,46931.0,5.88,25.97,24.94,11042260.0,0.19,726,High,14.1,1.5,2.91,Short,Retirement,1472634.0,14,Crypto,-0.159,-0.07,5.11,6.04,26.3,20.73,45.4,19.14,11.64,3.09,586600.0,14270700.0,563200.0,Both,High
CUST200366,22,Male,Salaried,Single,0,2325044.0,High,57719.0,7.43,47.46,19.48,-309094.0,0.23,757,High,0.0,6.5,13.72,Long,Retirement,10954609.0,18,Stocks,-0.013,-0.077,5.83,7.31,26.1,12.41,61.51,9.28,11.12,5.68,404000.0,18600400.0,404000.0,Health,Medium
CUST200367,50,Female,Salaried,Married,4,433600.0,Low,16504.0,6.61,23.85,19.12,3005958.0,0.05,604,Low,14.3,6.4,3.33,Medium,Retirement,1580533.0,14,Mutual Funds,-0.179,-0.029,7.96,6.39,21.1,16.86,16.01,37.84,17.94,11.35,193900.0,6504000.0,181500.0,Both,High
CUST200368,28,Female,Salaried,Married,1,732905.0,Medium,21472.0,6.51,27.4,15.66,889650.0,0.18,697,Low,3.3,8.1,13.02,Long,House,5819098.0,21,Bonds,-0.112,-0.049,5.0,6.0,20.0,19.34,20.56,37.56,16.88,5.66,177100.0,8062000.0,150300.0,Both,High
CUST200369,60,Male,Business,Married,3,815342.0,Medium,29825.0,4.93,25.65,16.62,8056095.0,0.3,705,Low,21.4,5.1,7.55,Short,Education,844009.0,5,Bonds,-0.038,-0.042,5.0,6.0,20.0,13.58,20.08,34.94,22.33,9.08,380300.0,11414800.0,357900.0,Both,High
CUST200370,45,Female,Self-employed,Married,2,98231.0,Low,6414.0,8.51,8.65,35.07,380606.0,0.56,468,Medium,10.4,6.8,-7.83,Medium,Education,233430.0,8,Mutual Funds,-0.046,-0.061,8.07,7.37,34.0,25.31,24.59,26.15,17.06,6.89,70600.0,1277000.0,46200.0,Both,High
CUST200371,51,Male,Self-employed,Married,4,2985702.0,High,117609.0,5.52,38.87,18.72,36775783.0,0.05,722,High,5.3,6.1,23.23,Short,Retirement,21078636.0,25,Stocks,-0.031,-0.021,4.45,7.2,12.7,9.67,60.12,17.03,7.01,6.17,1499500.0,44785500.0,1176100.0,Both,High
CUST200372,48,Female,Salaried,Single,3,590842.0,Low,22838.0,7.64,22.74,20.19,3700396.0,0.33,696,Medium,15.2,4.8,7.44,Medium,Retirement,2377452.0,11,Mutual Funds,-0.037,-0.033,4.45,7.2,12.7,20.33,38.16,25.97,10.09,5.45,234100.0,7090100.0,205500.0,Both,High
CUST200373,29,Female,Salaried,Married,3,1036604.0,Medium,31065.0,3.38,16.74,16.5,1725437.0,0.28,658,High,2.9,10.0,10.26,Long,Education,2618942.0,5,Mutual Funds,-0.031,-0.106,6.17,7.46,22.6,23.76,51.87,16.67,5.3,2.4,318400.0,13475900.0,186400.0,Both,High
CUST200374,28,Male,Salaried,Married,0,308432.0,Low,13083.0,4.2,15.33,22.61,177691.0,0.05,714,High,2.2,5.2,3.6,Long,House,2876551.0,10,Stocks,-0.094,-0.05,6.17,7.46,22.6,16.4,57.83,11.16,10.26,4.35,98100.0,3084300.0,104700.0,Both,Medium
CUST200375,23,Male,Self-employed,Married,0,934506.0,Medium,36101.0,5.81,20.37,28.08,112092.0,0.34,804,High,0.2,10.0,25.0,Long,Retirement,1702140.0,4,Crypto,-0.08,-0.065,5.0,6.0,20.0,13.77,55.91,16.01,11.21,3.1,270800.0,9345100.0,324900.0,Both,High
CUST200376,30,Female,Salaried,Single,3,607938.0,Medium,29469.0,7.17,18.07,16.53,1171523.0,0.22,612,Medium,2.6,7.0,25.0,Medium,Retirement,4358110.0,3,Mutual Funds,0.031,0.015,4.45,7.2,12.7,16.85,35.55,29.45,11.99,6.16,243100.0,6687300.0,324200.0,Both,High
CUST200377,38,Male,Salaried,Married,0,638073.0,Medium,21497.0,4.46,28.15,12.54,3015470.0,0.51,631,Medium,4.2,6.5,1.41,Medium,Education,2403917.0,6,SIPs,-0.136,-0.044,6.17,7.46,22.6,18.18,37.6,25.76,10.66,7.8,182700.0,6380700.0,103200.0,Both,Medium
CUST200378,71,Female,Retired,Married,4,1507954.0,High,37106.0,6.09,50.3,19.69,40085113.0,0.24,820,Medium,35.1,2.7,0.46,Short,Wealth,6562866.0,10,Mutual Funds,-0.028,-0.09,8.07,7.37,34.0,21.92,32.12,23.27,17.35,5.34,491700.0,22619300.0,445300.0,Both,High
CUST200379,46,Male,Salaried,Single,4,353145.0,Low,11355.0,6.9,16.41,26.2,1468879.0,0.24,804,Medium,13.3,6.0,7.74,Medium,Education,5502865.0,9,Stocks,-0.089,-0.047,5.0,6.0,20.0,21.26,32.51,22.4,15.69,8.14,116400.0,4590900.0,124900.0,Both,High
CUST200380,24,Male,Student,Single,3,124144.0,Low,8204.0,4.37,3.47,27.54,54220.0,0.84,529,Low,1.4,2.5,13.67,Long,Emergency_Fund,445531.0,1,Bonds,-0.08,-0.119,5.0,6.0,20.0,12.33,17.58,45.3,19.64,5.15,67700.0,1365600.0,29500.0,None,High
CUST200381,56,Male,Salaried,Single,2,1253686.0,Medium,46872.0,6.35,22.78,21.64,9296436.0,0.45,681,Medium,14.9,3.8,-7.24,Short,Retirement,1458557.0,9,Mutual Funds,-0.195,0.025,7.96,6.39,21.1,15.95,34.38,23.96,18.1,7.61,515600.0,13790500.0,309400.0,Both,High
CUST200382,43,Female,Self-employed,Single,1,1754577.0,High,63088.0,5.66,59.35,19.77,22784643.0,0.08,751,High,9.4,2.0,14.43,Medium,House,6286427.0,7,Stocks,0.031,0.04,5.0,6.0,20.0,10.89,59.44,18.83,8.18,2.66,520500.0,15791200.0,567800.0,Both,Medium
CUST200383,18,Female,Student,Married,2,494390.0,Low,22284.0,8.38,25.07,26.18,-76512.0,0.41,670,Low,2.0,5.4,3.01,Long,Retirement,2334466.0,8,SIPs,-0.072,-0.017,5.0,6.0,20.0,11.35,18.58,43.76,21.18,5.13,200600.0,5932700.0,133700.0,None,High
CUST200384,44,Male,Salaried,Married,1,848640.0,Medium,41811.0,8.26,25.85,4.17,5771288.0,0.19,667,Medium,9.7,6.9,-15.92,Medium,Education,2741512.0,10,SIPs,-0.151,-0.038,6.79,-6.2,38.5,25.02,33.72,20.51,16.09,4.66,386800.0,9335000.0,292700.0,Both,High
CUST200385,35,Male,Salaried,Married,1,390537.0,Low,13819.0,7.76,17.78,17.47,770006.0,0.39,671,Low,4.0,5.0,6.13,Medium,House,5888110.0,8,Mutual Funds,-0.155,-0.11,5.0,6.0,20.0,18.77,14.58,43.06,16.4,7.18,127800.0,4295900.0,124400.0,Both,High
CUST200386,32,Female,Salaried,Married,3,1342157.0,Medium,66869.0,6.21,20.51,20.08,3181525.0,0.21,714,Medium,4.8,6.5,-16.92,Medium,Retirement,2035410.0,6,Mutual Funds,-0.119,-0.037,6.79,-6.2,38.5,26.2,27.17,28.33,12.64,5.65,685400.0,17448000.0,535000.0,Both,High
CUST200387,28,Female,Salaried,Single,0,2531681.0,High,80998.0,2.91,36.48,15.16,3899637.0,0.3,783,Low,2.3,7.4,19.89,Long,Wealth,17062442.0,25,Bonds,-0.029,0.014,5.0,6.0,20.0,18.5,19.88,35.42,17.3,8.9,567000.0,20253400.0,891000.0,Health,Medium
CUST200388,55,Female,Salaried,Married,4,947427.0,Medium,35414.0,9.17,12.56,7.57,3498601.0,0.45,595,Medium,9.8,6.5,-10.16,Short,Education,3161657.0,8,Stocks,-0.105,-0.067,6.79,-6.2,38.5,14.61,33.13,29.34,14.22,8.71,451500.0,14211400.0,212500.0,Both,High
CUST200389,51,Female,Self-employed,Single,3,1019983.0,Medium,42107.0,3.35,28.3,29.01,8004997.0,0.05,794,Low,6.4,4.0,9.56,Short,Education,5435083.0,5,Mutual Funds,-0.125,-0.021,5.0,6.0,20.0,12.34,10.8,47.43,17.84,11.6,452700.0,12239800.0,252600.0,Both,High
CUST200390,59,Male,Salaried,Single,3,672910.0,Medium,20539.0,9.26,26.04,19.47,6510991.0,0.4,608,Low,16.3,7.9,-2.05,Short,Education,2661421.0,11,Bonds,0.0,-0.007,5.32,5.96,18.2,14.38,10.62,45.81,23.73,5.45,231100.0,8074900.0,143800.0,Both,High
CUST200391,35,Female,Salaried,Single,0,2641162.0,High,106820.0,4.13,46.04,16.13,20849207.0,0.09,847,Medium,7.4,7.4,-0.25,Medium,House,15075541.0,23,Mutual Funds,-0.158,-0.032,7.96,6.39,21.1,21.25,27.89,30.09,14.18,6.59,854600.0,21129300.0,1175000.0,Life,Medium
CUST200392,27,Female,Salaried,Married,3,1445516.0,Medium,57612.0,5.31,21.04,4.03,357620.0,0.7,723,Low,2.8,10.0,5.07,Long,House,1847847.0,11,Bonds,-0.08,-0.077,6.17,7.46,22.6,9.5,19.3,43.81,20.98,6.4,590500.0,18791700.0,414800.0,Both,High
CUST200393,52,Male,Self-employed,Single,2,441062.0,Low,14027.0,9.3,27.99,22.89,3737247.0,0.23,648,High,9.9,4.4,12.67,Short,House,3154906.0,10,Crypto,-0.11,-0.072,5.11,6.04,26.3,12.07,61.04,9.21,11.45,6.23,133300.0,4851700.0,154300.0,Both,High
CUST200394,57,Male,Salaried,Single,2,937850.0,Medium,45745.0,7.23,14.01,26.84,4658138.0,0.18,630,Low,20.2,5.6,4.34,Short,Retirement,4146486.0,8,SIPs,-0.059,-0.071,7.96,6.39,21.1,20.77,13.23,37.25,19.92,8.82,480300.0,10316400.0,503200.0,Both,High
CUST200395,53,Female,Salaried,Married,2,989842.0,Medium,39132.0,1.1,28.3,20.31,8899357.0,0.65,636,Medium,14.7,3.5,24.82,Short,House,1005186.0,2,Mutual Funds,-0.123,-0.069,5.0,6.0,20.0,29.64,25.67,27.32,10.23,7.14,430500.0,12867900.0,258300.0,Both,High
CUST200396,22,Male,Salaried,Single,2,1117970.0,Medium,34699.0,3.71,18.14,11.88,-261958.0,0.24,740,High,0.0,6.2,11.33,Long,Education,2837502.0,9,Mutual Funds,0.066,-0.097,5.0,6.0,20.0,19.33,51.54,15.65,6.94,6.54,277600.0,11179700.0,312300.0,Both,Medium
CUST200397,24,Female,Salaried,Married,1,709781.0,Medium,31381.0,4.48,23.66,6.73,577982.0,0.26,732,Low,0.5,6.9,6.99,Long,Education,4434504.0,14,Mutual Funds,-0.078,-0.065,5.11,6.04,26.3,14.53,15.68,44.11,17.13,8.55,258900.0,7807600.0,251000.0,Both,High
CUST200398,52,Male,Salaried,Married,4,648669.0,Medium,31651.0,5.53,18.76,12.42,3682601.0,0.19,738,Low,9.2,3.0,14.02,Short,Retirement,2977794.0,8,Bonds,-0.222,-0.071,5.0,6.0,20.0,10.39,16.44,47.61,14.64,10.93,371900.0,9730000.0,348200.0,Both,High
CUST200399,46,Male,Self-employed,Married,0,540559.0,Low,19468.0,5.41,28.92,26.63,3526572.0,0.23,741,Low,13.4,5.3,5.09,Medium,Retirement,5127511.0,2,Bonds,-0.1,-0.068,5.11,6.04,26.3,11.35,22.84,36.69,21.11,8.01,184900.0,5946100.0,116800.0,Both,High
CUST200400,56,Male,Retired,Married,0,1190569.0,Medium,46237.0,5.68,24.83,23.89,10517525.0,0.29,647,High,22.3,6.5,5.85,Short,House,611350.0,13,Crypto,0.019,-0.072,5.32,5.96,18.2,20.42,60.57,8.51,8.45,2.05,508600.0,13096300.0,277400.0,Both,High
CUST200401,27,Male,Salaried,Married,1,1665420.0,High,50757.0,4.11,54.86,11.6,8198053.0,0.27,722,High,2.9,4.2,3.74,Long,Wealth,21611480.0,16,Stocks,-0.109,-0.034,5.0,6.0,20.0,17.63,59.52,9.77,5.3,7.78,444100.0,18319600.0,558300.0,Both,High
CUST200402,34,Male,Salaried,Married,1,1252104.0,Medium,50016.0,4.37,14.01,21.63,2221779.0,0.26,623,Low,3.7,8.7,14.44,Medium,Education,3706282.0,12,SIPs,-0.078,-0.085,5.0,6.0,20.0,18.29,19.97,40.78,12.29,8.67,437600.0,13773100.0,600200.0,Both,High
CUST200403,20,Male,Student,Divorced,1,1119209.0,Medium,53930.0,6.49,16.0,34.49,-176498.0,0.22,681,Low,0.3,4.9,-0.05,Long,Education,4715365.0,2,SIPs,-0.116,-0.082,5.83,7.31,26.1,18.93,15.57,43.29,15.75,6.47,391000.0,10072900.0,323600.0,None,Medium
CUST200404,44,Female,Business,Single,2,410191.0,Low,16965.0,5.67,24.86,13.35,2006499.0,0.4,537,Low,6.7,6.9,12.31,Medium,Education,3482558.0,2,SIPs,-0.101,-0.106,5.0,6.0,20.0,14.3,17.84,40.94,16.69,10.23,144200.0,4101900.0,169700.0,Both,Medium
CUST200405,69,Male,Retired,Single,3,2149183.0,High,62686.0,3.93,32.09,13.41,34728569.0,0.04,831,High,22.6,2.0,-20.0,Short,Wealth,3657200.0,19,Stocks,-0.04,-0.057,8.07,7.37,34.0,12.78,59.98,16.34,2.99,7.91,767900.0,25790200.0,501500.0,Both,High
CUST200406,30,Male,Self-employed,Divorced,2,700929.0,Medium,30230.0,7.55,13.92,15.22,843983.0,0.19,754,Medium,4.0,2.5,25.0,Medium,Retirement,2063921.0,19,Mutual Funds,-0.028,-0.015,4.45,7.2,12.7,20.34,32.06,28.45,12.3,6.85,226700.0,7009300.0,302300.0,Both,High
CUST200407,26,Female,Business,Married,2,310696.0,Low,10026.0,5.47,29.74,9.43,816593.0,0.18,614,Medium,0.7,3.9,17.88,Long,Education,1212080.0,9,Mutual Funds,-0.123,-0.062,5.0,6.0,20.0,24.7,27.35,27.28,15.45,5.22,90200.0,3728400.0,80200.0,Both,High
CUST200408,58,Male,Retired,Married,1,1280855.0,Medium,60032.0,4.85,21.88,29.44,10447029.0,0.19,741,High,19.6,4.6,25.0,Short,Education,2473299.0,5,Stocks,-0.113,-0.04,5.0,6.0,20.0,15.56,56.24,13.07,10.17,4.96,705400.0,15370300.0,720400.0,Both,High
CUST200409,56,Female,Self-employed,Single,0,942025.0,Medium,30843.0,4.2,17.09,14.07,5387985.0,0.05,598,Low,16.6,5.5,14.9,Short,House,4523556.0,4,Bonds,-0.126,-0.078,5.0,6.0,20.0,18.73,10.42,42.4,23.51,4.94,277600.0,8478200.0,246700.0,Life,Medium
CUST200410,25,Male,Student,Married,3,511496.0,Low,22088.0,7.36,28.8,12.35,113779.0,0.05,656,Low,1.3,5.6,13.21,Long,House,962242.0,12,Bonds,-0.064,-0.049,5.0,6.0,20.0,16.81,14.61,36.88,17.34,14.36,215400.0,6649400.0,243000.0,None,High
CUST200411,43,Male,Salaried,Married,1,2127234.0,High,59824.0,6.48,46.5,4.47,22243790.0,0.12,804,High,6.4,7.5,-20.0,Medium,Retirement,21624416.0,4,Stocks,-0.068,-0.014,6.79,-6.2,38.5,11.18,64.2,15.7,5.33,3.59,613200.0,23399600.0,658100.0,Both,High
CUST200412,58,Female,Salaried,Married,2,1288896.0,Medium,57646.0,8.13,25.71,15.38,12816610.0,0.29,731,Low,7.5,7.5,6.46,Short,House,963689.0,9,Bonds,-0.082,-0.049,5.0,6.0,20.0,16.29,13.73,34.62,22.44,12.92,720600.0,16755600.0,576500.0,Both,High
CUST200413,43,Male,Self-employed,Single,2,67920.0,Low,4530.0,3.13,6.29,40.13,20680.0,0.87,506,Low,7.9,5.5,-14.55,Medium,Emergency_Fund,181808.0,2,SIPs,-0.02,-0.08,8.07,7.37,34.0,13.94,20.95,40.58,17.59,6.93,38500.0,679200.0,27200.0,Both,Medium
CUST200414,22,Male,Self-employed,Married,4,368642.0,Low,15087.0,4.94,22.28,25.14,257383.0,0.25,695,Low,0.0,9.0,3.05,Long,Retirement,884136.0,13,Bonds,-0.066,-0.078,6.17,7.46,22.6,16.05,20.0,35.08,19.98,8.89,147100.0,5161000.0,181000.0,Both,High
CUST200415,41,Male,Salaried,Single,0,1056335.0,Medium,47932.0,3.26,18.35,31.84,2827176.0,0.47,639,Low,11.1,1.0,4.03,Medium,Retirement,4211322.0,11,SIPs,-0.072,0.033,5.0,6.0,20.0,13.09,11.09,41.58,20.41,13.83,359500.0,8450700.0,172600.0,Life,Medium
CUST200416,27,Female,Salaried,Married,0,2738959.0,High,85414.0,4.19,49.64,26.5,10546045.0,0.2,817,High,1.8,9.4,25.0,Long,Wealth,13691927.0,14,Stocks,-0.038,-0.039,4.45,7.2,12.7,13.46,59.92,10.52,9.02,7.08,726000.0,27389600.0,854100.0,Both,High
CUST200417,34,Male,Salaried,Married,2,1073368.0,Medium,31855.0,5.5,15.84,35.0,2325913.0,0.5,576,High,5.7,8.5,25.0,Medium,Education,5706209.0,19,Stocks,-0.019,-0.038,6.17,7.46,22.6,9.72,63.52,9.35,9.92,7.49,302600.0,12880400.0,152900.0,Both,High
CUST200418,67,Female,Retired,Single,2,2529801.0,High,115389.0,7.9,56.14,22.31,68636345.0,0.31,896,Medium,15.5,4.9,6.8,Short,Wealth,15538438.0,19,Mutual Funds,0.01,-0.004,5.32,5.96,18.2,28.01,25.75,19.98,17.13,9.13,1327000.0,27827800.0,807700.0,Both,High
CUST200419,58,Male,Self-employed,Single,2,1944023.0,High,81813.0,4.95,56.73,6.14,38840696.0,0.25,728,Medium,16.0,4.5,15.56,Short,House,17828619.0,10,Mutual Funds,-0.102,-0.03,5.83,7.31,26.1,18.27,35.18,23.6,15.04,7.91,899900.0,21384300.0,736300.0,Both,High
CUST200420,26,Female,Salaried,Married,1,414973.0,Low,15342.0,4.83,27.53,19.0,483595.0,0.09,700,Low,1.7,6.4,-0.36,Long,Retirement,2506541.0,20,Bonds,-0.034,-0.055,8.07,7.37,34.0,18.46,12.87,39.96,20.85,7.86,126600.0,4564700.0,107400.0,Both,High
CUST200421,51,Female,Salaried,Single,1,196199.0,Low,13161.0,5.91,8.6,35.91,475210.0,0.3,585,Low,8.2,5.2,4.79,Short,Education,142712.0,3,Bonds,-0.137,-0.043,6.17,7.46,22.6,9.41,17.53,44.87,20.2,7.99,115200.0,1962000.0,92100.0,Both,High
CUST200422,55,Female,Self-employed,Married,0,604724.0,Medium,22296.0,6.67,24.18,21.42,4814766.0,0.29,718,Low,8.6,5.3,17.67,Short,House,5061602.0,5,Bonds,-0.006,-0.012,5.32,5.96,18.2,21.13,13.58,40.79,17.44,7.06,234100.0,6652000.0,223000.0,Both,High
CUST200423,34,Male,Salaried,Single,0,1181368.0,Medium,35743.0,3.59,21.02,12.12,2539045.0,0.28,680,Low,6.9,5.2,9.16,Medium,House,5138154.0,4,SIPs,-0.167,-0.006,5.0,6.0,20.0,10.04,11.97,52.34,15.45,10.2,232300.0,9450900.0,393200.0,Life,Medium
CUST200424,42,Female,Salaried,Married,4,601929.0,Medium,19713.0,7.62,23.02,8.56,2425314.0,0.39,636,Low,5.3,3.8,-20.0,Medium,Retirement,4601883.0,16,Bonds,-0.138,-0.079,6.79,-6.2,38.5,21.38,14.45,41.27,17.62,5.28,211900.0,8427000.0,216800.0,Both,High
CUST200425,26,Female,Salaried,Married,4,535583.0,Low,16562.0,3.52,14.52,20.51,622276.0,0.14,815,Low,1.7,5.7,8.39,Long,Education,3631340.0,5,Bonds,-0.147,-0.039,6.17,7.46,22.6,19.0,16.57,38.69,15.44,10.3,161500.0,7498200.0,182200.0,Both,High
CUST200426,52,Male,Salaried,Married,2,453058.0,Low,21688.0,6.56,26.47,16.86,3731900.0,0.28,654,Low,9.2,4.2,12.16,Short,Retirement,2450129.0,15,Mutual Funds,-0.124,-0.083,5.0,6.0,20.0,19.44,15.38,44.13,16.15,4.9,238600.0,5889800.0,238600.0,Both,High
CUST200427,53,Male,Salaried,Married,3,706234.0,Medium,25362.0,5.61,15.25,21.96,3289714.0,0.36,748,Medium,5.9,6.3,6.86,Short,Retirement,2556659.0,7,Stocks,-0.003,-0.063,5.0,6.0,20.0,22.69,37.22,21.07,11.83,7.19,298000.0,9887300.0,304300.0,Both,High
CUST200428,40,Female,Salaried,Married,0,1219181.0,Medium,35577.0,5.76,17.92,25.41,4407386.0,0.31,747,High,8.7,7.6,2.26,Medium,Retirement,1194484.0,7,Crypto,-0.106,-0.031,5.0,6.0,20.0,12.38,64.49,7.71,12.95,2.47,320200.0,12191800.0,320200.0,Both,Medium
CUST200429,49,Male,Salaried,Married,3,331970.0,Low,12982.0,4.1,22.19,5.26,2201816.0,0.23,721,High,6.4,5.0,-17.08,Medium,Retirement,2624654.0,9,Stocks,-0.137,-0.045,5.11,6.04,26.3,13.2,60.63,16.66,6.25,3.26,152500.0,4647600.0,77900.0,Both,High
CUST200430,25,Male,Salaried,Married,0,1045335.0,Medium,39887.0,6.15,18.62,26.06,242896.0,0.34,665,Medium,1.7,8.0,9.25,Long,Retirement,5006675.0,11,Mutual Funds,-0.067,-0.06,5.0,6.0,20.0,23.53,36.34,24.14,11.07,4.91,319100.0,10453400.0,319100.0,Both,High
CUST200431,47,Male,Salaried,Single,1,625866.0,Medium,20116.0,8.82,25.36,32.4,4588858.0,0.28,637,Medium,5.0,3.3,7.16,Medium,Education,5216338.0,19,Stocks,-0.045,-0.065,8.07,7.37,34.0,25.56,29.54,23.79,13.76,7.36,176000.0,6258700.0,140800.0,Both,High
CUST200432,44,Male,Self-employed,Single,4,804581.0,Medium,37689.0,5.47,15.61,9.75,2669262.0,0.46,735,High,10.0,4.5,3.45,Medium,Retirement,1792647.0,2,Stocks,-0.092,-0.136,5.11,6.04,26.3,13.76,52.39,19.38,8.58,5.89,348600.0,9655000.0,158300.0,Both,High
CUST200433,35,Male,Salaried,Single,4,801882.0,Medium,34716.0,4.21,14.2,21.59,1421959.0,0.4,691,High,5.6,8.2,15.28,Medium,House,5907228.0,11,Stocks,-0.133,-0.067,7.96,6.39,21.1,15.09,66.15,11.76,2.18,4.82,321100.0,9622600.0,277700.0,Both,High
CUST200434,61,Male,Business,Married,2,772778.0,Medium,32608.0,5.06,22.31,11.94,6971233.0,0.25,741,Medium,15.1,5.5,11.88,Short,House,2512228.0,10,Mutual Funds,-0.093,-0.092,5.0,6.0,20.0,19.3,32.24,22.66,18.87,6.93,391300.0,10046100.0,326100.0,Both,High
CUST200435,69,Male,Retired,Single,0,2614719.0,High,54873.0,5.0,45.05,19.16,59643009.0,0.15,822,Low,17.4,4.9,6.26,Short,Wealth,4973907.0,22,SIPs,-0.136,-0.017,5.0,6.0,20.0,21.7,10.47,39.39,15.95,12.48,548700.0,23532500.0,548700.0,Life,Medium
CUST200436,35,Male,Self-employed,Single,4,485182.0,Low,22543.0,5.42,14.21,10.9,1162439.0,0.37,696,Low,5.6,6.4,8.76,Medium,House,3879438.0,6,SIPs,-0.082,-0.05,5.0,6.0,20.0,10.45,16.78,41.04,17.94,13.79,208500.0,5822200.0,180300.0,Both,High
CUST200437,44,Female,Self-employed,Married,0,1244997.0,Medium,47151.0,5.74,19.5,22.99,5681797.0,0.23,820,Low,6.0,6.0,-20.0,Medium,Education,5212006.0,14,SIPs,-0.101,-0.044,6.79,-6.2,38.5,15.73,13.11,47.07,16.4,7.69,424400.0,12450000.0,471500.0,Both,High
CUST200438,51,Male,Salaried,Married,3,873134.0,Medium,25686.0,4.35,23.85,30.26,5313037.0,0.45,728,Medium,15.0,9.4,25.0,Short,Retirement,3184286.0,3,Mutual Funds,-0.013,-0.006,4.45,7.2,12.7,26.05,28.28,25.67,14.48,5.52,301800.0,12223900.0,123300.0,Both,High
CUST200439,18,Male,Student,Married,4,873133.0,Medium,36647.0,7.22,29.58,20.82,-556824.0,0.45,690,Low,2.3,6.9,12.11,Long,House,785114.0,2,Bonds,-0.05,-0.055,5.0,6.0,20.0,16.53,11.86,44.82,19.21,7.58,357300.0,12223900.0,197900.0,None,High
CUST200440,28,Male,Salaried,Divorced,2,317955.0,Low,11391.0,7.97,12.47,21.46,377535.0,0.38,723,Medium,2.7,9.6,-11.85,Long,House,1997088.0,11,Stocks,-0.154,-0.029,6.79,-6.2,38.5,22.92,32.15,22.71,14.77,7.46,85400.0,3179600.0,113900.0,Both,High
CUST200441,37,Female,Salaried,Single,1,1021776.0,Medium,48846.0,7.17,10.57,21.81,1948015.0,0.18,635,Medium,6.5,7.5,22.35,Medium,House,5250907.0,9,Mutual Funds,-0.134,-0.032,5.0,6.0,20.0,26.39,29.16,23.53,14.35,6.57,403000.0,9196000.0,439600.0,Both,Medium
CUST200442,56,Male,Salaried,Divorced,0,1329129.0,Medium,42447.0,8.22,23.46,6.23,10555731.0,0.28,587,Low,9.3,8.9,-7.79,Short,Retirement,4029097.0,8,Bonds,-0.04,-0.062,8.07,7.37,34.0,19.04,15.37,37.26,16.59,11.74,403200.0,11962200.0,382000.0,Life,Medium
CUST200443,45,Male,Salaried,Single,2,1051957.0,Medium,46354.0,5.57,12.46,7.1,3453198.0,0.05,595,High,10.6,3.2,25.0,Medium,House,543254.0,5,Stocks,-0.052,-0.035,5.0,6.0,20.0,18.61,47.58,17.52,8.97,7.33,463500.0,11571500.0,324500.0,Both,High
CUST200444,49,Non-binary,Self-employed,Married,0,1158081.0,Medium,41957.0,9.16,27.06,22.17,8836096.0,0.47,774,Medium,8.9,5.3,-1.34,Medium,Retirement,5665630.0,11,Stocks,-0.197,-0.128,7.96,6.39,21.1,23.98,29.13,27.53,11.01,8.35,419600.0,12738900.0,226600.0,Both,High
CUST200445,58,Male,Salaried,Single,3,99362.0,Low,6627.0,6.19,4.97,20.01,75513.0,0.48,605,High,17.6,5.0,-12.99,Short,Emergency_Fund,291653.0,4,Stocks,-0.059,-0.052,5.0,6.0,20.0,27.31,51.02,6.53,9.8,5.34,74600.0,1192300.0,31800.0,Both,High
